Sexe,Année de naissance,Commune,Situation familiale,Habitat,Catégorie socioprofessionnelle,Nationalité,Nombre d'enfant(s),Date du contact,1er contact,Motif,Violences,Produits addictifs,Envoyé(e) par institution,age_contact
M,1980,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2010-12,True,Auteur,"Verbales,Physiques",alcool,Tribunal,30
M,1980,Nouméa,,Squat,,,0,2013-03,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,33
M,1980,Mont dore,Célibataire,,Ouvrier-ère,,2,2015-05,True,Auteur,Physiques,alcool,Tribunal,35
M,1980,Dumbéa,Union libre,Locataire,Employé-e,,2,2020-07,True,,"Verbales,Physiques",,Tribunal,40
F,1980,Nouméa,Union libre,Locataire,,,3,2024-01,True,Victime,"Verbales,Psychologiques,Physiques,Administratives,Économiques",,Travailleurs sociaux,43
M,1980,Nouméa,Union libre,,Employé-e,,1,2013-05,True,Auteur,Physiques,,Tribunal,33
M,1980,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,2,2016-09,False,Auteur,"Verbales,Psychologiques,Physiques",alcool,Spontanée,36
F,1980,Nouméa,Marié(e),Locataire,Sans Emploi,FRANCAISE,3,2016-07,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Police,36
M,1980,Nouméa,Union libre,Locataire,Employé-e,,1,2023-09,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Service pénitentiaire d'insertion et de probation SPIP,43
F,1980,Nouméa,Marié(e),Locataire,Sans Emploi,FRANCAISE,8,2017-12,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Spontanée,37
F,1980,Nouméa,Marié(e),Hébergé,Sans Emploi,,6,2017-12,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Spontanée,37
F,1980,Paita,Marié(e),Locataire,Ouvrier-ère,FRANCAISE,1,2011-05,True,Auteur,"Psychologiques,Physiques",alcool,Tribunal,31
F,1980,Nouméa,Union libre,Hébergé,Sans Emploi,,1,2019-05,False,Mixte,"Verbales,Psychologiques,Physiques",,Police,39
M,1980,Nouméa,Union libre,Squat,,FRANCAISE,,2009-12,False,Autre,"Verbales,Psychologiques,Physiques",,Tribunal,29
M,1980,Paita,Célibataire,,,FRANCAISE,1,2012-10,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,32
F,1980,Dumbéa,Union libre,Locataire,Sans Emploi,FRANCAISE,3,2016-12,True,Victime,Physiques,alcool,Tribunal,36
F,1980,,Séparé(e),,,FRANCAISE,,2009-11,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,29
F,1979,Yate,Union libre,Hébergé,Sans Emploi,FRANCAISE,1,2011-03,False,Victime,"Psychologiques,Verbales,Physiques",,Travailleurs sociaux,31
M,1979,Bourail,Union libre,Propriétaire,,FRANCAISE,3,2022-12,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,42
M,1979,Dumbéa,Marié(e),,Employé-e,,2,2020-08,True,Auteur,Physiques,,Tribunal,40
M,1979,Nouméa,Union libre,Hébergé,Ouvrier-ère,,1,2014-07,True,Auteur,Physiques,alcool,Tribunal,34
F,1979,Nouméa,Séparé(e),Locataire,Employé-e,,3,2019-06,True,Mixte,"Verbales,Psychologiques,Intrafamiliales,Menaces de mort",,Entourage,39
F,1979,Bourail,Marié(e),Propriétaire,Sans Emploi,,4,2021-01,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",alcool,Spontanée,41
M,1979,Nouméa,Union libre,,,,2,2021-05,True,Auteur,"Psychologiques,Physiques,Sexuelles,Menaces de mort,Verbales",,Service pénitentiaire d'insertion et de probation SPIP,41
M,1979,Nouméa,,Hébergé,,,4,2021-01,True,Auteur,Physiques,,Centre d'hébergement et de réinsertion social,41
F,1979,Mont dore,Marié(e),,Sans Emploi,,1,2015-06,True,Mixte,"Psychologiques,Verbales",,Services Province Sud,35
F,1979,Bourail,Séparé(e),,Ouvrier-ère,,2,2014-07,True,Victime,"Verbales,Psychologiques,Physiques,Menaces de mort,Harcelement",,Tribunal,34
F,1979,Nouméa,Marié(e),Locataire,Employé-e,,4,2017-10,True,Mixte,"Physiques,Sexuelles",,Professionnels de santé,37
F,,Dumbéa,,Locataire,Ouvrier-ère,FRANCAISE,2,,False,,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,
F,1979,La foa,Séparé(e),Hébergé,,,3,2019-04,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,39
F,1979,Nouméa,Séparé(e),Locataire,Profession intermédiaire,FRANCAISE,2,2011-11,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,32
M,1979,Dumbéa,Divorcé(e),Hébergé,Employé-e,,2,2014-01,True,Auteur,Physiques,,Tribunal,34
M,1979,Dumbéa,Marié(e),Locataire,,,5,2014-10,True,Auteur,Physiques,,Tribunal,35
F,1979,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,3,2016-09,False,Mixte,"Psychologiques,Physiques",alcool,Police,36
F,1979,Nouméa,Séparé(e),Locataire,Sans Emploi,,,2020-01,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,40
F,1979,Nouméa,Marié(e),Locataire,,,2,2017-10,True,Victime,"Physiques,Verbales",,Tribunal,38
F,1979,Nouméa,Marié(e),Propriétaire,Gérant de société,FRANCAISE,4,2022-04,True,Victime,"Psychologiques,Verbales",,Travailleurs sociaux,42
M,1979,Nouméa,Union libre,Locataire,Employé-e,,1,2020-10,True,Auteur,"Verbales,Physiques",,Services Province Sud,41
F,1979,Dumbéa,Union libre,,Sans Emploi,FRANCAISE,5,2010-09,False,Mixte,,,,31
F,1979,Nouméa,Union libre,,,FRANCAISE,1,2008-12,False,Victime,"Verbales,Psychologiques",,Tribunal,29
F,1979,Dumbéa,Marié(e),Locataire,Sans Emploi,,,2018-07,True,Mixte,"Verbales,Physiques",,Travailleurs sociaux,38
F,1979,Mont dore,Union libre,,Employé-e,FRANCAISE,,2011-03,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,31
F,1979,Nouméa,Union libre,Squat,Employé-e,FRANCAISE,4,2012-10,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,33
F,1979,Nouméa,,Locataire,Employé-e,FRANCAISE,2,2015-12,True,Mixte,"Verbales,Physiques",,Spontanée,36
M,1979,Nouméa,Divorcé(e),Locataire,,FRANCAISE,1,2022-01,True,Victime,"Verbales,Psychologiques",,Associations,42
M,1979,Nouméa,,Locataire,Ouvrier-ère,FRANCAISE,,2010-01,True,Auteur,Physiques,,Tribunal,30
F,,Nouméa,Marié(e),Hébergé,Employé-e,FRANCAISE,4,,False,,,,,
F,1979,Nouméa,Marié(e),Hébergé,Femme de service,FRANCAISE,4,2011-08,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,32
F,1979,Nouméa,Marié(e),Locataire,Agent de sécurité,FRANCAISE,2,2014-10,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,35
F,1979,Nouméa,Marié(e),Locataire,Technicien-ne,FRANCAISE,3,2021-09,True,Victime,"Verbales,Psychologiques",,,42
F,1979,Dumbéa,Union libre,Propriétaire,Sans Emploi,FRANCAISE,4,2011-02,True,Mixte,,,,31
F,1979,Nouméa,,,Profession intermédiaire,,0,2014-02,True,Auteur,"Verbales,Psychologiques,Harcelement",,Entourage,34
F,1979,Nouméa,Séparé(e),Propriétaire,,,1,2019-03,True,Mixte,"Verbales,Psychologiques,Harcelement",,,39
M,1979,Nouméa,Séparé(e),,Employé-e,,2,2015-11,True,Auteur,Physiques,alcool,Professionnels de santé,36
M,1979,Ponerihouen,,Hébergé,Ouvrier-ère,,1,2022-10,True,Auteur,Psychologiques,,Professionnels de santé,43
M,1979,Dumbéa,Union libre,Locataire,,,1,2015-05,True,Auteur,"Psychologiques,Psychologiques,Physiques",alcool,Tribunal,35
F,1979,Nouméa,Marié(e),,,FRANCAISE,3,2010-04,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,30
F,1979,Paita,Séparé(e),Propriétaire,Sans Emploi,,3,2023-04,True,Victime,"Verbales,Psychologiques,Sexuelles",,Travailleurs sociaux,43
M,1979,Paita,Union libre,Propriétaire,Employé-e,,1,2019-08,True,Auteur,Verbales,,Tribunal,40
F,1979,Nouméa,Union libre,,Employé-e,,2,2013-08,True,Victime,"Psychologiques,Physiques",,Tribunal,34
F,1979,Ile des pins,,,Enseignant-e privé,,1,2016-11,False,Mixte,"Psychologiques,Physiques",alcool,Spontanée,37
M,1979,Dumbéa,Union libre,Propriétaire,Employé-e,FRANCAISE,2,2012-06,True,Autre,Physiques,,Travailleurs sociaux,33
F,1979,Dumbéa,Union libre,Propriétaire,Employé-e,FRANCAISE,2,2012-06,True,Mixte,"Verbales,Psychologiques",,Travailleurs sociaux,33
M,1979,Nouméa,,,Cadre,,5,2023-11,True,Auteur,Physiques,,Entourage,44
F,1979,Nouméa,Marié(e),Hébergé,Agent de sécurité,FRANCAISE,4,2012-10,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,33
M,1979,Nouméa,Union libre,,Ouvrier-ère,FRANCAISE,,2012-09,True,Autre,"Verbales,Psychologiques,Physiques",alcool,Travailleurs sociaux,33
M,1979,Mont dore,Union libre,Locataire,Sans Emploi,,4,2014-10,True,Auteur,Physiques,,Tribunal,35
F,1979,Paita,Marié(e),Propriétaire,Sans Emploi,,3,2020-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,41
F,1979,Nouméa,Séparé(e),Hébergé,Sans Emploi,,1,2013-11,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,34
M,1979,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,2,2011-09,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,32
M,1979,Nouméa,Marié(e),Locataire,Sans Emploi,,3,2021-07,False,Auteur,"Verbales,Physiques",alcool,Spontanée,42
F,1979,Nouméa,,Locataire,Employé-e,FRANCAISE,,2009-09,True,Mixte,"Verbales,Physiques",,Tribunal,30
F,1979,Mont dore,Union libre,Hébergé,Sans Emploi,FRANCAISE,6,2016-07,False,Victime,"Verbales,Psychologiques,Physiques,Économiques",,Tribunal,37
F,1979,Ponerihouen,Union libre,,Employé-e,,,2009-09,True,Mixte,"Verbales,Physiques",,Tribunal,30
F,1979,Paita,Divorcé(e),Propriétaire,Enseignant-e public,,2,2014-01,True,Victime,Physiques,,Tribunal,34
F,1979,Paita,Union libre,Propriétaire,Enseignant-e public,,1,2013-06,True,Mixte,Psychologiques,,Centre d'information des droits des femmes et égalité,34
F,1979,Bourail,Séparé(e),Hébergé,,FRANCAISE,,2010-01,True,Mixte,"Psychologiques,Sexuelles",,Entourage,30
M,,,Marié(e),,,FRANCAISE,,,False,,,,,
F,1979,Nouméa,Marié(e),,Employé-e,FRANCAISE,1,2010-06,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,31
F,1979,Nouméa,Marié(e),Locataire,Femme de service,,2,2013-05,False,Mixte,"Verbales,Psychologiques,Sexuelles",,Spontanée,34
M,1979,,Union libre,,Profession intermédiaire,FRANCAISE,,2010-04,True,Autre,"Verbales,Psychologiques,Physiques",,Entourage,31
F,1979,Kone,Marié(e),,Employé-e,FRANCAISE,2,2009-10,True,Mixte,"Psychologiques,Physiques",,Entourage,30
F,1978,Dumbéa,Marié(e),Locataire,,,3,2019-09,False,Mixte,"Verbales,Psychologiques",,Entourage,40
F,1978,Canala,Séparé(e),Hébergé,,FRANCAISE,,2010-02,True,Mixte,Psychologiques,,Police,31
F,1978,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,3,2016-07,False,Mixte,"Verbales,Psychologiques,Physiques",,Services Province Sud,37
M,1978,Nouméa,Union libre,Hébergé,Ouvrier-ère,FRANCAISE,4,2018-04,True,Auteur,"Physiques,Verbales",,Service pénitentiaire d'insertion et de probation SPIP,39
F,1978,Nouméa,Séparé(e),,Ouvrier-ère,FRANCAISE,2,2022-10,True,Victime,"Verbales,Psychologiques,Physiques,Menaces de mort",,Centre d'hébergement et de réinsertion social,43
F,1978,Bourail,Marié(e),,Employé-e,,2,2012-12,True,Victime,"Psychologiques,Physiques",,Tribunal,33
F,1978,Dumbéa,Union libre,,,,1,2015-07,True,Mixte,"Verbales,Psychologiques,Sexuelles",,Centre d'information des droits des femmes et égalité,36
M,1978,Dumbéa,Séparé(e),Locataire,,,3,2023-01,True,Victime,Psychologiques,,Entourage,44
M,1978,Nouméa,Marié(e),Hébergé,Patenté,FRANCAISE,2,2022-12,True,Mixte,Verbales,,Spontanée,44
M,1978,Dumbéa,,Hébergé,Ouvrier polyvalent,,1,2021-08,True,Auteur,Physiques,,Professionnels de santé,42
M,1978,Mont dore,Marié(e),Propriétaire,,,4,2014-12,True,Autre,Verbales,,Entourage,36
M,1978,Nouméa,Union libre,,Chauffeur d'engins,,1,2015-07,True,Auteur,"Verbales,Physiques",alcool,Travailleurs sociaux,36
F,1978,Nouméa,Séparé(e),Hébergé,Patenté,,1,2023-03,True,Victime,"Psychologiques,Économiques",,Professionnels de santé,44
F,1978,Nouméa,Marié(e),Locataire,Retraité-e,,3,2021-12,True,Victime,"Verbales,Psychologiques,Physiques,Économiques",,Travailleurs sociaux,43
F,1978,Dumbéa,Union libre,Locataire,Employé-e,FRANCAISE,2,2010-12,True,Mixte,"Physiques,Psychologiques",,Gendarmerie,32
F,1978,Kone,Séparé(e),,Conducteur autobus,,,2015-12,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,37
F,1978,Nouméa,Union libre,Hébergé,Femme de service,FRANCAISE,3,2017-02,False,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,38
F,1978,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,2,2013-10,False,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,35
M,1978,Voh,Marié(e),Propriétaire,Employé-e,FRANCAISE,2,2010-11,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,32
M,1978,Paita,Union libre,,Employé-e,FRANCAISE,,2009-12,True,Autre,"Psychologiques,Physiques",,Tribunal,31
M,1978,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,8,2017-08,True,Auteur,"Physiques,Verbales",alcool,Centre d'hébergement et de réinsertion social,38
F,1978,Nouméa,Marié(e),,Sans Emploi,,3,2013-07,True,Mixte,Psychologiques,,Entourage,34
F,1978,Nouméa,Union libre,Locataire,Employé-e,VANUATAISE,2,2012-04,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Police,33
M,1978,Dumbéa,Union libre,Squat,Ouvrier-ère,VANUATAISE,1,2012-06,True,Auteur,Physiques,,Tribunal,33
F,1978,Nouméa,Marié(e),Locataire,Aide maternelle,,6,2015-04,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,36
F,1978,Paita,Veuf/veuve,,,FRANCAISE,1,2010-04,False,Mixte,Psychologiques,,Entourage,31
F,1978,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,2,2010-12,True,Victime,"Verbales,Physiques",,Tribunal,32
M,1978,Dumbéa,Pascé(e),Propriétaire,Profession intermédiaire,FRANCAISE,2,2011-02,True,Autre,Psychologiques,,Spontanée,32
F,1978,Nouméa,Marié(e),Hébergé,Sans Emploi,,5,2019-01,True,Mixte,"Physiques,Verbales,Psychologiques,Sexuelles,Menaces de mort",,Professionnels de santé,40
F,1978,Dumbéa,Marié(e),Squat,Sans Emploi,,4,2017-09,True,Mixte,"Physiques,Verbales,Psychologiques,Sexuelles",,Institutions,39
F,1978,Dumbéa,Marié(e),Hébergé,Employé-e,,2,2013-03,True,Mixte,"Verbales,Physiques",,Police,34
F,1978,Nouméa,Marié(e),Hébergé,,,2,2021-07,False,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques,Menaces de mort",,,43
F,1978,Dumbéa,Marié(e),,,FRANCAISE,4,2015-08,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,37
F,1978,Dumbéa,Séparé(e),,Sans Emploi,FRANCAISE,2,2010-06,False,Mixte,"Psychologiques,Physiques",alcool,Entourage,31
M,1978,Nouméa,Union libre,Hébergé,Sans Emploi,,3,2013-03,False,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,34
M,1978,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,,2009-09,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,31
F,1978,Paita,Marié(e),Hébergé,,FRANCAISE,3,2022-04,True,Mixte,"Psychologiques,Physiques",,Spontanée,43
M,1978,Dumbéa,Union libre,,Ouvrier-ère,,,2015-07,False,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,37
M,1978,Dumbéa,Marié(e),Locataire,Ouvrier-ère,FRANCAISE,4,2018-05,True,Auteur,"Physiques,Verbales",,Tribunal,40
F,1978,Nouméa,Union libre,Propriétaire,Profession intermédiaire,,1,2023-06,True,Victime,"Verbales,Psychologiques,Physiques",,Entourage,45
F,1978,Nouméa,Séparé(e),Hébergé,Employé-e,,3,2017-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,39
F,1978,Nouméa,Marié(e),,,,2,2015-07,True,Mixte,"Verbales,Psychologiques,Physiques",,,37
M,1978,Nouméa,Marié(e),,,,3,2013-09,True,Auteur,"Psychologiques,Physiques",,Tribunal,35
F,1978,Nouméa,Union libre,,Sans Emploi,,1,2013-03,False,,"Psychologiques,Intrafamiliales",,Entourage,34
M,1978,Paita,Union libre,,Employé-e,FRANCAISE,3,2010-09,True,Mixte,"Verbales,Psychologiques",,Professionnels de santé,32
F,1978,Nouméa,,Hébergé,Sans Emploi,,,2023-06,True,Victime,Psychologiques,,,45
M,1978,Dumbéa,Marié(e),Locataire,Sans Emploi,,4,2020-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Tribunal,42
F,1978,Dumbéa,Union libre,Propriétaire,,,3,2021-01,True,Mixte,"Psychologiques,Sexuelles,Économiques",,Professionnels de santé,42
F,1978,Nouméa,Séparé(e),Locataire,Agent administratif,,1,2024-01,True,Mixte,Physiques,,Tribunal,45
F,1978,Dumbéa,Union libre,Propriétaire,Policier-ère,FRANCAISE,2,2015-10,False,Victime,"Verbales,Psychologiques,Physiques,Harcelement",alcool,Tribunal,37
F,,Nouméa,Séparé(e),Hébergé,Employé-e,FRANCAISE,1,,False,,,,,
M,1978,Nouméa,Marié(e),Hébergé,Employé-e,FRANCAISE,,2010-11,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,32
F,1978,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,4,2010-12,True,Victime,"Verbales,Psychologiques,Physiques,Économiques",alcool,Police,32
M,1978,Nouméa,Divorcé(e),Hébergé,Mécanicien-ne,FRANCAISE,2,2015-09,True,Auteur,"Verbales,Physiques",,Tribunal,37
M,1978,Nouméa,Union libre,Locataire,,FRANCAISE,5,2016-10,True,Auteur,"Physiques,Sur enfants",,Police,38
M,1978,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,2,2012-06,True,Autre,"Psychologiques,Physiques",,Travailleurs sociaux,34
F,1978,,,,Femme de menage,,3,2021-12,True,Victime,"Verbales,Psychologiques,Sexuelles",,Travailleurs sociaux,43
F,1978,Dumbéa,Union libre,,Sans Emploi,,2,2013-01,True,Victime,Physiques,,Tribunal,35
F,1978,Nouméa,,,,,4,2017-01,False,Mixte,"Verbales,Psychologiques,Physiques",alcool,Police,39
M,1977,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2010-12,True,Auteur,"Verbales,Physiques",,Tribunal,32
F,1977,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,,2017-02,True,Mixte,"Psychologiques,Physiques,Sexuelles",,Professionnels de santé,39
F,1977,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,3,2010-08,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,32
M,1977,Nouméa,Marié(e),Locataire,Ouvrier-ère,FRANCAISE,1,2010-07,False,Autre,"Verbales,Psychologiques,Physiques,Sexuelles",,Centre d'hébergement et de réinsertion social,32
F,1977,Dumbéa,Union libre,,Sans Emploi,FRANCAISE,3,2012-08,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,34
F,1977,Dumbéa,,Locataire,Sans Emploi,,3,2018-04,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,40
F,,Nouméa,Union libre,Squat,,VANUATAISE,,,False,,"Verbales,Physiques",alcool,,
M,1977,Nouméa,Union libre,Hébergé,,,3,2020-12,True,Auteur,"Verbales,Physiques",,Travailleurs sociaux,43
F,1977,Nouméa,Marié(e),Locataire,Etudiant-e,,3,2013-11,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",alcool,Entourage,36
F,1977,Nouméa,Union libre,Locataire,Etudiant-e,,3,2015-06,True,Mixte,"Verbales,Psychologiques",,Professionnels de santé,37
F,1977,Dumbéa,Union libre,Locataire,Sans Emploi,,5,2015-01,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,37
F,1977,Bourail,Séparé(e),Hébergé,Ouvrier-ère,FRANCAISE,5,2022-05,False,Victime,,,Professionnels de santé,44
F,1977,Nouméa,Séparé(e),,Profession intermédiaire,FRANCAISE,3,2011-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Police,33
M,1977,Boulouparis,Union libre,Propriétaire,Sans Emploi,,3,2022-12,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,45
F,1977,Mont dore,Marié(e),Hébergé,Employé-e,,2,2018-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,40
F,1977,Nouméa,Union libre,Squat,Employé-e,FRANCAISE,,2010-04,True,Mixte,"Verbales,Physiques,Psychologiques",alcool,Associations,32
M,1977,Dumbéa,Marié(e),Squat,Sans Emploi,,4,2021-04,True,Auteur,"Verbales,Psychologiques,Physiques,Menaces de mort,Sexuelles",,Travailleurs sociaux,43
M,1977,,,,Livreur,FRANCAISE,4,2017-07,True,Auteur,"Physiques,Verbales",,Police,39
M,1977,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,,2012-09,True,Auteur,"Physiques,Récidive",,Service pénitentiaire d'insertion et de probation SPIP,34
M,1977,,Divorcé(e),Locataire,Employé-e,FRANCAISE,4,2018-02,False,Auteur,"Physiques,Verbales",,Tribunal,40
F,1977,Nouméa,Célibataire,Hébergé,Employé-e,FRANCAISE,2,2012-09,False,Mixte,Psychologiques,,Travailleurs sociaux,35
F,,Poya,Marié(e),,,FRANCAISE,4,,True,Mixte,"Verbales,Sexuelles,Psychologiques,Physiques",alcool,Professionnels de santé,
M,1977,Nouméa,Marié(e),,Profession intermédiaire,FRANCAISE,,2022-06,False,Auteur,"Verbales,Psychologiques,Physiques",,Spontanée,44
M,1977,Nouméa,,Hébergé,Agent fonction pub,,1,2019-04,True,Auteur,"Verbales,Psychologiques,Physiques",,Entourage,41
M,1977,Ile des pins,Union libre,,Sans Emploi,,,2014-01,True,Auteur,"Verbales,Physiques",alcool,Tribunal,36
M,1977,Dumbéa,Pascé(e),,Profession intermédiaire,FRANCAISE,1,2010-06,True,Auteur,Physiques,alcool,Tribunal,32
F,1977,Nouméa,Marié(e),Locataire,Sans Emploi,FRANCAISE,,2010-07,True,Mixte,"Verbales,Psychologiques",,Travailleurs sociaux,33
M,1977,Dumbéa,Union libre,Propriétaire,Employé-e,FRANCAISE,2,2012-06,True,Autre,"Verbales,Psychologiques",,Travailleurs sociaux,35
M,1977,Mont dore,Union libre,,Agent de sécurité,,1,2013-04,True,Auteur,Physiques,alcool,Tribunal,35
F,1977,Nouméa,Séparé(e),Hébergé,Employé-e,FRANCAISE,3,2010-06,False,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Entourage,33
F,1977,,Marié(e),,,FRANCAISE,3,2010-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,33
F,1977,Nouméa,Marié(e),Propriétaire,Profession intermédiaire,FRANCAISE,3,2011-11,True,Mixte,"Psychologiques,Physiques",,Professionnels de santé,34
F,,Mont dore,Union libre,,Employé-e,FRANCAISE,2,,False,,,,,
M,1977,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2010-05,True,Victime,"Physiques,Psychologiques",alcool,Tribunal,32
M,1977,Mont dore,Union libre,,,FRANCAISE,,2010-07,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,33
F,1977,Nouméa,Marié(e),Locataire,,,6,2021-07,True,Mixte,"Psychologiques,Physiques,Sexuelles",,Spontanée,44
F,1977,Nouméa,Union libre,Hébergé,Employé-e,,2,2017-08,True,Mixte,"Physiques,Verbales,Psychologiques",,Spontanée,40
F,1977,Nouméa,Séparé(e),,Etudiant-e,FRANCAISE,1,2010-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Services Province Sud,33
